questions_id,questions,num_respondents,options,Clinton_perc,Trump_perc,Johnson_perc,Stein_perc,options_perc,state,url
5,Are you:,24214,White,37,57,4,1,71,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
5,Are you:,24214,Black,89,8,2,1,12,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
5,Are you:,24214,Hispanic/Latino,66,28,3,2,11,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
5,Are you:,24214,Asian,65,27,4,2,4,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
5,Are you:,24214,Other,56,36,3,2,3,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
6,Are you:,24214,White,37,57,4,1,71,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
6,Are you:,24214,Non-White,74,21,3,2,29,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
7,Sex by race,24177,White men,31,62,4,1,34,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
7,Sex by race,24177,White women,43,52,3,1,37,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
7,Sex by race,24177,Black men,82,13,3,2,5,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
7,Sex by race,24177,Black women,94,4,1,0,7,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
7,Sex by race,24177,Latino men,63,32,3,2,5,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
7,Sex by race,24177,Latino women,69,25,3,2,6,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
7,Sex by race,24177,All other races,61,31,4,2,6,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,White 18-29,43,47,6,1,12,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,White 30-44,37,54,6,1,16,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,White 45-64,34,62,2,1,30,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,White 65+,39,58,2,0,13,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,Black 18-29,85,9,4,1,3,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,Black 30-44,89,7,1,2,4,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,Black 45-64,90,9,1,0,5,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,Black 65+,91,9,0,0,1,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,Latino 18-29,68,26,4,2,3,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,Latino 30-44,65,28,3,3,4,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,Latino 45-64,64,32,2,2,4,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,Latino 65+,73,25,2,0,1,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
8,Age by race,24098,All other,61,31,4,2,6,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
9,Which best describes your education?,23472,High school or less,46,51,2,1,18,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
9,Which best describes your education?,23472,Some college/assoc. degree,43,51,4,1,32,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
9,Which best describes your education?,23472,College graduate,49,44,4,1,32,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
9,Which best describes your education?,23472,Postgraduate study,58,37,3,1,18,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
10,What was the last grade of school you completed?,23472,College graduate,52,42,3,1,50,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
10,What was the last grade of school you completed?,23472,No college degree,44,51,3,1,50,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
11,Education by race,23193,White college graduates,45,48,4,1,37,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
11,Education by race,23193,White non-college graduates,29,66,4,1,34,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
11,Education by race,23193,Non White college graduates,72,22,2,2,13,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
11,Education by race,23193,Non White non-college graduates,76,20,3,1,16,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
12,Education by White by Sex,23178,White women college graduates,51,44,3,1,20,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
12,Education by White by Sex,23178,White women non-college graduates,34,61,3,0,17,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
12,Education by White by Sex,23178,White men college graduates,39,53,5,1,17,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
12,Education by White by Sex,23178,White men non-college graduates,23,71,4,1,16,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
12,Education by White by Sex,23178,Non-whites,74,21,2,2,29,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
13,2015 total family income:,9087,"Under $30,000",53,40,4,1,17,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
13,2015 total family income:,9087,"$30,000 - $49,999",52,41,3,2,19,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
13,2015 total family income:,9087,"$50,000 - $99,999",46,49,3,1,30,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
13,2015 total family income:,9087,"$100,000 - $199,999",47,48,3,1,24,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
13,2015 total family income:,9087,"$200,000 - $249,999",49,47,2,0,4,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
13,2015 total family income:,9087,"$250,000 or more",46,46,4,0,6,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
14,2015 total family income:,9087,"Under $50,000",53,41,4,1,36,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
14,2015 total family income:,9087,"$50,000 or more",47,48,3,1,64,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
15,2015 total family income:,9087,"Under $100,000",49,45,3,1,66,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
15,2015 total family income:,9087,"$100,000 or more",47,47,3,1,34,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
16,2015 total family income:,9087,"Under $50,000",53,41,4,1,36,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
16,2015 total family income:,9087,"$50,000-$99,999",46,49,3,1,30,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
16,2015 total family income:,9087,"$100,000 or more",47,47,3,1,34,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
17,"No matter how you voted today, do you usually think of yourself as a:",23420,Democrat,89,8,1,1,36,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
17,"No matter how you voted today, do you usually think of yourself as a:",23420,Republican,8,88,2,0,33,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
17,"No matter how you voted today, do you usually think of yourself as a:",23420,Independent or something else,42,46,7,2,31,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
18,Party by gender,23380,Democratic men,87,9,2,1,14,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
18,Party by gender,23380,Democratic women,91,7,1,0,23,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
18,Party by gender,23380,Republican men,7,89,3,0,17,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
18,Party by gender,23380,Republican women,9,88,2,0,16,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
18,Party by gender,23380,Independent men,38,50,8,3,17,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
18,Party by gender,23380,Independent women,47,42,6,2,14,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
19,"On most political matters, do you consider yourself:",22927,Liberal,84,10,3,2,26,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
19,"On most political matters, do you consider yourself:",22927,Moderate,52,40,5,1,39,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
19,"On most political matters, do you consider yourself:",22927,Conservative,16,81,2,0,35,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
20,Are you currently married?,9465,Yes,44,52,3,1,59,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
20,Are you currently married?,9465,No,55,37,4,1,41,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
21,Gender by marital status,9450,Married men,38,57,3,0,29,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
21,Gender by marital status,9450,Married women,49,47,2,1,30,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
21,Gender by marital status,9450,Non-married men,46,44,5,2,18,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
21,Gender by marital status,9450,Non-married women,63,32,3,1,23,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
22,White evangelical or white born-again Christians,4806,White evangelical or white born-again Christian,16,80,2,0,26,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
22,White evangelical or white born-again Christians,4806,All others,60,34,3,2,74,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
23,Are you:,8254,Protestant,36,59,3,0,27,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
23,Are you:,8254,Catholic,46,50,2,1,23,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
23,Are you:,8254,Mormon,28,56,6,2,1,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
23,Are you:,8254,Other Christian,43,54,2,0,24,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
23,Are you:,8254,Jewish,71,23,4,2,3,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
23,Are you:,8254,Muslim,NA,NA,NA,NA,1,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
23,Are you:,8254,Other,58,32,4,3,7,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
23,Are you:,8254,None,67,25,5,2,15,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
24,"Religion, combined Protestant and other Christian",8254,Protestant or other Christian,39,56,3,0,52,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
24,"Religion, combined Protestant and other Christian",8254,Catholic,46,50,2,1,23,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
24,"Religion, combined Protestant and other Christian",8254,Jewish,71,23,4,2,3,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
24,"Religion, combined Protestant and other Christian",8254,Something else,62,29,4,3,8,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
24,"Religion, combined Protestant and other Christian",8254,None,67,25,5,2,15,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
25,How often do you attend religious services?,4563,Once a week or more,41,55,2,0,33,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
25,How often do you attend religious services?,4563,A few times a month,47,49,2,1,16,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
25,How often do you attend religious services?,4563,A few times a year,48,46,4,2,29,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
25,How often do you attend religious services?,4563,Never,62,30,5,2,22,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
26,How often do you attend religious services?,4563,At least monthly,43,53,2,1,49,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
26,How often do you attend religious services?,4563,Few times a year or less,54,39,4,2,51,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
27,Does anyone in your household belong to a labor union?,4629,Yes,51,42,4,1,18,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
27,Does anyone in your household belong to a labor union?,4629,No,46,48,4,1,82,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
28,Have you ever served in the U.S. military?,4564,Yes,34,60,4,1,13,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
28,Have you ever served in the U.S. military?,4564,No,50,44,4,1,87,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
29,Were you born a U.S. citizen?,4782,Yes,45,49,4,1,91,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
29,Were you born a U.S. citizen?,4782,No,64,31,3,2,9,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
30,Is this the first time you have ever voted?,4942,Yes,57,38,2,2,10,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
30,Is this the first time you have ever voted?,4942,No,47,47,3,1,90,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
31,When did you finally decide for whom to vote in the presidential election?,4819,In the last few days,43,43,8,2,8,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
31,When did you finally decide for whom to vote in the presidential election?,4819,In the last week,41,49,8,1,5,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
31,When did you finally decide for whom to vote in the presidential election?,4819,In October,37,51,6,2,12,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
31,When did you finally decide for whom to vote in the presidential election?,4819,In September,46,48,5,1,12,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
31,When did you finally decide for whom to vote in the presidential election?,4819,Before that,52,45,2,0,60,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
32,When did you finally decide for whom to vote in the presidential election?,4819,In the last week,42,45,8,2,13,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
32,When did you finally decide for whom to vote in the presidential election?,4819,Before that,49,46,3,1,85,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
33,When did you finally decide for whom to vote in the presidential election?,4819,In the last month,40,48,7,2,26,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
33,When did you finally decide for whom to vote in the presidential election?,4819,Before that,51,45,2,0,73,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
34,Which best describes your vote for president today?,4863,I strongly favor my candidate,53,41,2,2,41,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
34,Which best describes your vote for president today?,4863,I like my candidate but with reservations,49,48,2,0,32,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
34,Which best describes your vote for president today?,4863,I dislike the other candidates,39,50,6,2,25,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
35,Which ONE of these four issues is the most important facing the country? (CHECK ONLY ONE),9682,Foreign policy,60,33,3,2,13,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
35,Which ONE of these four issues is the most important facing the country? (CHECK ONLY ONE),9682,Immigration,33,64,2,1,13,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
35,Which ONE of these four issues is the most important facing the country? (CHECK ONLY ONE),9682,The economy,52,41,4,1,52,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
35,Which ONE of these four issues is the most important facing the country? (CHECK ONLY ONE),9682,Terrorism,40,57,2,1,18,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
36,Which ONE of these four candidate qualities mattered most in deciding how you voted for president? (CHECK ONLY ONE),9682,Cares about people like me,57,34,3,3,15,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
36,Which ONE of these four candidate qualities mattered most in deciding how you voted for president? (CHECK ONLY ONE),9682,Can bring needed change,14,82,3,1,39,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
36,Which ONE of these four candidate qualities mattered most in deciding how you voted for president? (CHECK ONLY ONE),9682,Has the right experience,90,7,1,0,22,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
36,Which ONE of these four candidate qualities mattered most in deciding how you voted for president? (CHECK ONLY ONE),9682,Has good judgment,65,25,6,1,20,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
37,Should most illegal immigrants working in the United States be:,4758,Offered a chance to apply for legal status,61,33,4,1,70,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
37,Should most illegal immigrants working in the United States be:,4758,Deported to the country they came from,14,83,2,0,25,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
38,How do you feel about building a wall along the entire U.S. border with Mexico?,4698,Support,10,85,3,1,41,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
38,How do you feel about building a wall along the entire U.S. border with Mexico?,4698,Oppose,76,16,5,1,54,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
39,"Overall, would you say trade with other countries:",4902,Creates more U.S. jobs,59,35,4,1,39,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
39,"Overall, would you say trade with other countries:",4902,Takes away U.S. jobs,32,64,3,1,42,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
39,"Overall, would you say trade with other countries:",4902,Has no effect on U.S. jobs,65,30,3,2,11,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
40,"In the fight against ISIS, is the U.S. doing:",4698,Very well,85,11,2,1,6,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
40,"In the fight against ISIS, is the U.S. doing:",4698,Somewhat well,71,24,3,1,35,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
40,"In the fight against ISIS, is the U.S. doing:",4698,Somewhat badly,37,55,6,1,28,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
40,"In the fight against ISIS, is the U.S. doing:",4698,Very badly,12,83,3,1,24,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
41,"In the fight against ISIS, is the U.S. doing:",4698,Very or somewhat well,73,22,3,1,41,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
41,"In the fight against ISIS, is the U.S. doing:",4698,Very or somewhat badly,25,68,5,1,53,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
42,"In deciding your vote for president, were appointments to the Supreme Court:",4824,The most important factor,41,56,2,0,21,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
42,"In deciding your vote for president, were appointments to the Supreme Court:",4824,An important factor,49,46,3,1,48,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
42,"In deciding your vote for president, were appointments to the Supreme Court:",4824,A minor factor,49,40,5,3,14,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
42,"In deciding your vote for president, were appointments to the Supreme Court:",4824,Not a factor at all,55,37,4,2,14,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
43,"In deciding your vote for president, were appointments to the Supreme Court:",4824,Most important or an important factor,47,49,2,1,70,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
43,"In deciding your vote for president, were appointments to the Supreme Court:",4824,A minor factor or not a factor at all,52,39,4,2,28,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
44,Do you think the country's criminal justice system:,4758,Treats all people fairly,23,73,3,0,43,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
44,Do you think the country's criminal justice system:,4758,Treats blacks unfairly,72,22,4,2,48,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
45,"Do you think the 2010 federal health care law, also known as Obamacare:",4758,Did not go far enough,78,18,2,2,30,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
45,"Do you think the 2010 federal health care law, also known as Obamacare:",4758,Was about right,83,10,5,1,18,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
45,"Do you think the 2010 federal health care law, also known as Obamacare:",4758,Went too far,13,82,4,0,47,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
46,Which best describes your feelings about the way the federal government is working?,5006,Enthusiastic,78,19,2,0,6,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
46,Which best describes your feelings about the way the federal government is working?,5006,"Satisfied, but not enthusiastic",76,19,3,1,24,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
46,Which best describes your feelings about the way the federal government is working?,5006,"Dissatisfied, but not angry",46,48,3,1,46,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
46,Which best describes your feelings about the way the federal government is working?,5006,Angry,18,75,2,2,23,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
47,Which best describes your feelings about the way the federal government is working?,5006,Enthusiastic or satisfied,76,19,3,1,29,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
47,Which best describes your feelings about the way the federal government is working?,5006,Dissatisfied or angry,36,57,3,1,69,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
48,Which is closer to your view:,4758,Government should do more to solve problems,74,22,2,1,45,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
48,Which is closer to your view:,4758,Government is doing too many things better left to businesses and individuals,22,72,5,1,50,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
49,Do you approve or disapprove of the way Barack Obama is handling his job as president?,4819,Strongly approve,93,4,1,1,33,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
49,Do you approve or disapprove of the way Barack Obama is handling his job as president?,4819,Somewhat approve,69,20,7,1,20,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
49,Do you approve or disapprove of the way Barack Obama is handling his job as president?,4819,Somewhat disapprove,14,77,8,1,12,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
49,Do you approve or disapprove of the way Barack Obama is handling his job as president?,4819,Strongly disapprove,3,93,2,0,33,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
50,Do you approve or disapprove of the way Barack Obama is handling his job as president?,4819,Approve,84,10,3,1,53,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
50,Do you approve or disapprove of the way Barack Obama is handling his job as president?,4819,Disapprove,6,89,4,0,45,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
51,Should the next president:,4758,Continue Barack Obama's policies,91,5,3,0,28,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
51,Should the next president:,4758,Change to more conservative policies,13,82,3,0,47,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
51,Should the next president:,4758,Change to more liberal policies,69,23,3,3,17,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
52,Is your opinion of Hillary Clinton:,4819,Favorable,96,3,1,0,43,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
52,Is your opinion of Hillary Clinton:,4819,Unfavorable,11,81,6,1,55,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
53,Is your opinion of Donald Trump:,4819,Favorable,4,95,1,0,38,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
53,Is your opinion of Donald Trump:,4819,Unfavorable,77,15,5,1,60,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
54,Do you have a favorable opinion of ...,4819,Both,NA,NA,NA,NA,2,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
54,Do you have a favorable opinion of ...,4819,Only Clinton,98,1,1,0,41,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
54,Do you have a favorable opinion of ...,4819,Only Trump,1,98,0,0,36,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
54,Do you have a favorable opinion of ...,4819,Neither,30,47,16,3,18,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
55,Do you think Hillary Clinton is honest and trustworthy?,4863,Yes,94,4,1,0,36,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
55,Do you think Hillary Clinton is honest and trustworthy?,4863,No,20,72,4,2,61,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
56,Do you think Donald Trump is honest and trustworthy?,4863,Yes,6,94,0,0,33,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
56,Do you think Donald Trump is honest and trustworthy?,4863,No,71,20,4,2,64,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
57,Do you think the presidential candidates are honest and trustworthy?,4863,Both,NA,NA,NA,NA,2,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
57,Do you think the presidential candidates are honest and trustworthy?,4863,Only Clinton,97,1,1,0,34,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
57,Do you think the presidential candidates are honest and trustworthy?,4863,Only Trump,2,98,0,0,31,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
57,Do you think the presidential candidates are honest and trustworthy?,4863,Neither,40,43,8,4,29,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
58,Do you think Hillary Clinton is qualified to serve as president?,4758,Yes,86,9,3,1,52,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
58,Do you think Hillary Clinton is qualified to serve as president?,4758,No,5,88,4,1,47,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
59,Do you think Donald Trump is qualified to serve as president?,4758,Yes,4,94,1,0,38,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
59,Do you think Donald Trump is qualified to serve as president?,4758,No,75,17,5,1,61,Texas,https://www.foxnews.com/politics/elections/2016/exit-polls?type=president&filter=TX
